Date,Calendar_Year,Financial_Year,Quarter,Month_Number,Month_Name,ISO_Week,Day_of_Month,Day_Name,Is_Weekend,Season,Is_Festival,Festival_Name,Sales_Multiplier
2025-08-20,2025,FY2025-26,3,8,August,34,20,Wednesday,No,Monsoon,No,,0.94
2025-08-21,2025,FY2025-26,3,8,August,34,21,Thursday,No,Monsoon,No,,0.94
2025-08-22,2025,FY2025-26,3,8,August,34,22,Friday,No,Monsoon,No,,0.94
2025-08-23,2025,FY2025-26,3,8,August,34,23,Saturday,Yes,Monsoon,No,,0.94
2025-08-24,2025,FY2025-26,3,8,August,34,24,Sunday,Yes,Monsoon,No,,0.94
2025-08-25,2025,FY2025-26,3,8,August,35,25,Monday,No,Monsoon,No,,0.94
2025-08-26,2025,FY2025-26,3,8,August,35,26,Tuesday,No,Monsoon,No,,0.94
2025-08-27,2025,FY2025-26,3,8,August,35,27,Wednesday,No,Monsoon,No,,0.94
2025-08-28,2025,FY2025-26,3,8,August,35,28,Thursday,No,Monsoon,No,,0.94
2025-08-29,2025,FY2025-26,3,8,August,35,29,Friday,No,Monsoon,No,,0.94
2025-08-30,2025,FY2025-26,3,8,August,35,30,Saturday,Yes,Monsoon,No,,0.94
2025-08-31,2025,FY2025-26,3,8,August,35,31,Sunday,Yes,Monsoon,No,,0.94
2025-09-01,2025,FY2025-26,3,9,September,36,1,Monday,No,Monsoon,No,,1.12
2025-09-02,2025,FY2025-26,3,9,September,36,2,Tuesday,No,Monsoon,No,,1.12
2025-09-03,2025,FY2025-26,3,9,September,36,3,Wednesday,No,Monsoon,No,,1.12
2025-09-04,2025,FY2025-26,3,9,September,36,4,Thursday,No,Monsoon,No,,1.12
2025-09-05,2025,FY2025-26,3,9,September,36,5,Friday,No,Monsoon,No,,1.12
2025-09-06,2025,FY2025-26,3,9,September,36,6,Saturday,Yes,Monsoon,No,,1.12
2025-09-07,2025,FY2025-26,3,9,September,36,7,Sunday,Yes,Monsoon,No,,1.12
2025-09-08,2025,FY2025-26,3,9,September,37,8,Monday,No,Monsoon,No,,1.12
2025-09-09,2025,FY2025-26,3,9,September,37,9,Tuesday,No,Monsoon,No,,1.12
2025-09-10,2025,FY2025-26,3,9,September,37,10,Wednesday,No,Monsoon,No,,1.12
2025-09-11,2025,FY2025-26,3,9,September,37,11,Thursday,No,Monsoon,No,,1.12
2025-09-12,2025,FY2025-26,3,9,September,37,12,Friday,No,Monsoon,No,,1.12
2025-09-13,2025,FY2025-26,3,9,September,37,13,Saturday,Yes,Monsoon,No,,1.12
2025-09-14,2025,FY2025-26,3,9,September,37,14,Sunday,Yes,Monsoon,No,,1.12
2025-09-15,2025,FY2025-26,3,9,September,38,15,Monday,No,Monsoon,No,,1.12
2025-09-16,2025,FY2025-26,3,9,September,38,16,Tuesday,No,Monsoon,No,,1.12
2025-09-17,2025,FY2025-26,3,9,September,38,17,Wednesday,No,Monsoon,No,,1.12
2025-09-18,2025,FY2025-26,3,9,September,38,18,Thursday,No,Monsoon,No,,1.12
2025-09-19,2025,FY2025-26,3,9,September,38,19,Friday,No,Monsoon,No,,1.12
2025-09-20,2025,FY2025-26,3,9,September,38,20,Saturday,Yes,Monsoon,No,,1.12
2025-09-21,2025,FY2025-26,3,9,September,38,21,Sunday,Yes,Monsoon,No,,1.12
2025-09-22,2025,FY2025-26,3,9,September,39,22,Monday,No,Monsoon,No,,1.12
2025-09-23,2025,FY2025-26,3,9,September,39,23,Tuesday,No,Monsoon,No,,1.12
2025-09-24,2025,FY2025-26,3,9,September,39,24,Wednesday,No,Monsoon,No,,1.12
2025-09-25,2025,FY2025-26,3,9,September,39,25,Thursday,No,Monsoon,No,,1.12
2025-09-26,2025,FY2025-26,3,9,September,39,26,Friday,No,Monsoon,No,,1.12
2025-09-27,2025,FY2025-26,3,9,September,39,27,Saturday,Yes,Monsoon,No,,1.12
2025-09-28,2025,FY2025-26,3,9,September,39,28,Sunday,Yes,Monsoon,No,,1.12
2025-09-29,2025,FY2025-26,3,9,September,40,29,Monday,No,Monsoon,No,,1.12
2025-09-30,2025,FY2025-26,3,9,September,40,30,Tuesday,No,Monsoon,No,,1.12
2025-10-01,2025,FY2025-26,4,10,October,40,1,Wednesday,No,Festive,No,,1.28
2025-10-02,2025,FY2025-26,4,10,October,40,2,Thursday,No,Festive,No,,1.28
2025-10-03,2025,FY2025-26,4,10,October,40,3,Friday,No,Festive,No,,1.28
2025-10-04,2025,FY2025-26,4,10,October,40,4,Saturday,Yes,Festive,No,,1.28
2025-10-05,2025,FY2025-26,4,10,October,40,5,Sunday,Yes,Festive,No,,1.28
2025-10-06,2025,FY2025-26,4,10,October,41,6,Monday,No,Festive,No,,1.28
2025-10-07,2025,FY2025-26,4,10,October,41,7,Tuesday,No,Festive,No,,1.28
2025-10-08,2025,FY2025-26,4,10,October,41,8,Wednesday,No,Festive,No,,1.28
2025-10-09,2025,FY2025-26,4,10,October,41,9,Thursday,No,Festive,No,,1.28
2025-10-10,2025,FY2025-26,4,10,October,41,10,Friday,No,Festive,No,,1.28
2025-10-11,2025,FY2025-26,4,10,October,41,11,Saturday,Yes,Festive,No,,1.28
2025-10-12,2025,FY2025-26,4,10,October,41,12,Sunday,Yes,Festive,No,,1.28
2025-10-13,2025,FY2025-26,4,10,October,42,13,Monday,No,Festive,No,,1.28
2025-10-14,2025,FY2025-26,4,10,October,42,14,Tuesday,No,Festive,No,,1.28
2025-10-15,2025,FY2025-26,4,10,October,42,15,Wednesday,No,Festive,No,,1.28
2025-10-16,2025,FY2025-26,4,10,October,42,16,Thursday,No,Festive,No,,1.28
2025-10-17,2025,FY2025-26,4,10,October,42,17,Friday,No,Festive,No,,1.28
2025-10-18,2025,FY2025-26,4,10,October,42,18,Saturday,Yes,Festive,No,,1.28
2025-10-19,2025,FY2025-26,4,10,October,42,19,Sunday,Yes,Festive,No,,1.28
2025-10-20,2025,FY2025-26,4,10,October,43,20,Monday,No,Festive,Yes,Diwali,1.38
2025-10-21,2025,FY2025-26,4,10,October,43,21,Tuesday,No,Festive,No,,1.28
2025-10-22,2025,FY2025-26,4,10,October,43,22,Wednesday,No,Festive,No,,1.28
2025-10-23,2025,FY2025-26,4,10,October,43,23,Thursday,No,Festive,No,,1.28
2025-10-24,2025,FY2025-26,4,10,October,43,24,Friday,No,Festive,No,,1.28
2025-10-25,2025,FY2025-26,4,10,October,43,25,Saturday,Yes,Festive,No,,1.28
2025-10-26,2025,FY2025-26,4,10,October,43,26,Sunday,Yes,Festive,No,,1.28
2025-10-27,2025,FY2025-26,4,10,October,44,27,Monday,No,Festive,No,,1.28
2025-10-28,2025,FY2025-26,4,10,October,44,28,Tuesday,No,Festive,No,,1.28
2025-10-29,2025,FY2025-26,4,10,October,44,29,Wednesday,No,Festive,No,,1.28
2025-10-30,2025,FY2025-26,4,10,October,44,30,Thursday,No,Festive,No,,1.28
2025-10-31,2025,FY2025-26,4,10,October,44,31,Friday,No,Festive,No,,1.28
2025-11-01,2025,FY2025-26,4,11,November,44,1,Saturday,Yes,Festive,No,,1.35
2025-11-02,2025,FY2025-26,4,11,November,44,2,Sunday,Yes,Festive,No,,1.35
2025-11-03,2025,FY2025-26,4,11,November,45,3,Monday,No,Festive,No,,1.35
2025-11-04,2025,FY2025-26,4,11,November,45,4,Tuesday,No,Festive,No,,1.35
2025-11-05,2025,FY2025-26,4,11,November,45,5,Wednesday,No,Festive,No,,1.35
2025-11-06,2025,FY2025-26,4,11,November,45,6,Thursday,No,Festive,No,,1.35
2025-11-07,2025,FY2025-26,4,11,November,45,7,Friday,No,Festive,No,,1.35
2025-11-08,2025,FY2025-26,4,11,November,45,8,Saturday,Yes,Festive,No,,1.35
2025-11-09,2025,FY2025-26,4,11,November,45,9,Sunday,Yes,Festive,No,,1.35
2025-11-10,2025,FY2025-26,4,11,November,46,10,Monday,No,Festive,No,,1.35
2025-11-11,2025,FY2025-26,4,11,November,46,11,Tuesday,No,Festive,No,,1.35
2025-11-12,2025,FY2025-26,4,11,November,46,12,Wednesday,No,Festive,No,,1.35
2025-11-13,2025,FY2025-26,4,11,November,46,13,Thursday,No,Festive,No,,1.35
2025-11-14,2025,FY2025-26,4,11,November,46,14,Friday,No,Festive,No,,1.35
2025-11-15,2025,FY2025-26,4,11,November,46,15,Saturday,Yes,Festive,No,,1.35
2025-11-16,2025,FY2025-26,4,11,November,46,16,Sunday,Yes,Festive,No,,1.35
2025-11-17,2025,FY2025-26,4,11,November,47,17,Monday,No,Festive,No,,1.35
2025-11-18,2025,FY2025-26,4,11,November,47,18,Tuesday,No,Festive,No,,1.35
2025-11-19,2025,FY2025-26,4,11,November,47,19,Wednesday,No,Festive,No,,1.35
2025-11-20,2025,FY2025-26,4,11,November,47,20,Thursday,No,Festive,No,,1.35
2025-11-21,2025,FY2025-26,4,11,November,47,21,Friday,No,Festive,No,,1.35
2025-11-22,2025,FY2025-26,4,11,November,47,22,Saturday,Yes,Festive,No,,1.35
2025-11-23,2025,FY2025-26,4,11,November,47,23,Sunday,Yes,Festive,No,,1.35
2025-11-24,2025,FY2025-26,4,11,November,48,24,Monday,No,Festive,No,,1.35
2025-11-25,2025,FY2025-26,4,11,November,48,25,Tuesday,No,Festive,No,,1.35
2025-11-26,2025,FY2025-26,4,11,November,48,26,Wednesday,No,Festive,No,,1.35
2025-11-27,2025,FY2025-26,4,11,November,48,27,Thursday,No,Festive,No,,1.35
2025-11-28,2025,FY2025-26,4,11,November,48,28,Friday,No,Festive,No,,1.35
2025-11-29,2025,FY2025-26,4,11,November,48,29,Saturday,Yes,Festive,No,,1.35
2025-11-30,2025,FY2025-26,4,11,November,48,30,Sunday,Yes,Festive,No,,1.35
2025-12-01,2025,FY2025-26,4,12,December,49,1,Monday,No,Winter,No,,1.18
2025-12-02,2025,FY2025-26,4,12,December,49,2,Tuesday,No,Winter,No,,1.18
2025-12-03,2025,FY2025-26,4,12,December,49,3,Wednesday,No,Winter,No,,1.18
2025-12-04,2025,FY2025-26,4,12,December,49,4,Thursday,No,Winter,No,,1.18
2025-12-05,2025,FY2025-26,4,12,December,49,5,Friday,No,Winter,No,,1.18
2025-12-06,2025,FY2025-26,4,12,December,49,6,Saturday,Yes,Winter,No,,1.18
2025-12-07,2025,FY2025-26,4,12,December,49,7,Sunday,Yes,Winter,No,,1.18
2025-12-08,2025,FY2025-26,4,12,December,50,8,Monday,No,Winter,No,,1.18
2025-12-09,2025,FY2025-26,4,12,December,50,9,Tuesday,No,Winter,No,,1.18
2025-12-10,2025,FY2025-26,4,12,December,50,10,Wednesday,No,Winter,No,,1.18
2025-12-11,2025,FY2025-26,4,12,December,50,11,Thursday,No,Winter,No,,1.18
2025-12-12,2025,FY2025-26,4,12,December,50,12,Friday,No,Winter,No,,1.18
2025-12-13,2025,FY2025-26,4,12,December,50,13,Saturday,Yes,Winter,No,,1.18
2025-12-14,2025,FY2025-26,4,12,December,50,14,Sunday,Yes,Winter,No,,1.18
2025-12-15,2025,FY2025-26,4,12,December,51,15,Monday,No,Winter,No,,1.18
2025-12-16,2025,FY2025-26,4,12,December,51,16,Tuesday,No,Winter,No,,1.18
2025-12-17,2025,FY2025-26,4,12,December,51,17,Wednesday,No,Winter,No,,1.18
2025-12-18,2025,FY2025-26,4,12,December,51,18,Thursday,No,Winter,No,,1.18
2025-12-19,2025,FY2025-26,4,12,December,51,19,Friday,No,Winter,No,,1.18
2025-12-20,2025,FY2025-26,4,12,December,51,20,Saturday,Yes,Winter,No,,1.18
2025-12-21,2025,FY2025-26,4,12,December,51,21,Sunday,Yes,Winter,No,,1.18
2025-12-22,2025,FY2025-26,4,12,December,52,22,Monday,No,Winter,No,,1.18
2025-12-23,2025,FY2025-26,4,12,December,52,23,Tuesday,No,Winter,No,,1.18
2025-12-24,2025,FY2025-26,4,12,December,52,24,Wednesday,No,Winter,No,,1.18
2025-12-25,2025,FY2025-26,4,12,December,52,25,Thursday,No,Winter,Yes,Christmas,1.28
2025-12-26,2025,FY2025-26,4,12,December,52,26,Friday,No,Winter,No,,1.18
2025-12-27,2025,FY2025-26,4,12,December,52,27,Saturday,Yes,Winter,No,,1.18
2025-12-28,2025,FY2025-26,4,12,December,52,28,Sunday,Yes,Winter,No,,1.18
2025-12-29,2025,FY2025-26,4,12,December,1,29,Monday,No,Winter,No,,1.18
2025-12-30,2025,FY2025-26,4,12,December,1,30,Tuesday,No,Winter,No,,1.18
2025-12-31,2025,FY2025-26,4,12,December,1,31,Wednesday,No,Winter,No,,1.18
